X,Y,month,day,rain,area_boxcox,FFMC_boxcox,DMC_boxcox,DC_boxcox,ISI_boxcox,temp_boxcox,RH_boxcox,wind_boxcox
9,9,jul,tue,0.0,-1.0544649781076054,3.4486374234485348e+25,19.54469606906147,7186.4590348260535,2.0152694339491397,39.9043339565163,3.6774153841180746,1.2355601267200802
1,4,sep,tue,0.0,-0.8662803798283659,7.766626202833967e+25,39.97682215810016,26175.93022495804,3.458119000581325,52.02990182698086,3.580499058130923,0.9365055862589814
2,5,sep,mon,0.0,-0.7728452285076711,7.649691699515892e+25,39.31306508271053,25801.172108730516,3.458119000581325,52.71043759927629,3.6056606804890197,0.6676482206601162
1,2,aug,wed,0.0,-0.6089750003450236,1.5116701720724533e+26,33.192873530113104,16062.335299966831,5.639004009150818,57.54271507682801,3.3830817335995182,2.1053377670223967
8,6,aug,fri,0.0,-0.5018941314103048,6.7713262662558725e+25,35.10498788173898,16912.48604063925,5.42076383954007,50.339476458626656,3.8651863188409012,3.6035022472698772
1,2,jul,sat,0.0,-0.3461265399262304,6.6683658811016275e+25,20.434904815805094,6558.304310264315,4.12265712679771,35.5589917470807,3.9023498683648414,2.4643816699308223
2,5,aug,wed,0.0,-0.26347885526945186,1.5116701720724533e+26,33.192873530113104,16062.335299966831,5.639004009150818,59.297055700258895,3.413889555243528,2.4643816699308223
6,5,aug,thu,0.0,-0.10570296191871006,1.447450453984085e+26,40.46054159754836,19535.75797924259,4.73005489133514,72.35172139776898,3.0497559668738545,1.8877393382308485
5,4,mar,mon,0.0,-0.05137436726527337,6.7713262662558725e+25,16.891045513604855,882.5481931161045,3.1199323718571574,25.618552131402254,3.630179746721439,2.4643816699308223
8,3,sep,tue,0.0,-0.040873333764953265,2.7483117830247705e+25,26.56302988037023,24912.7195024762,1.6222664754430396,60.711125726358134,3.2842578604848165,1.7021020222851393
2,2,aug,tue,0.0,0.06751793328055379,1.3657565590166945e+26,35.17493299313301,23431.30941091772,6.741464995139855,38.02495197364952,3.7001889828176284,2.9266813177556834
8,6,sep,thu,0.0,0.11293425760552524,1.162617476804634e+26,28.50557941201076,25721.575840662495,6.985477423148986,58.94500509030072,3.1741203882121782,2.1053377670223967
6,5,jun,fri,0.0,0.17302516693610676,9.731951523759622e+25,21.912050813803837,12185.983072849924,3.499122009477584,57.19362828102113,3.6056606804890197,2.4643816699308223
9,9,jul,sun,0.0,0.30459263453043356,6.7713262662558725e+25,25.287377631755056,8813.60855099807,3.5398622292955166,62.849673178021035,3.318338983825566,0.9365055862589814
3,4,jul,sat,0.0,0.3537652153656886,6.7713262662558725e+25,20.40549659646329,11767.036546955542,3.1199323718571574,62.134513691126166,3.7001889828176284,0.6676482206601162
5,4,sep,fri,0.0,0.37406205250272895,1.2696533161636033e+26,29.568842796815826,26157.450685214586,6.435068736233496,46.67636811177655,3.786233115562632,2.2695817690752103
1,5,sep,sat,0.0,0.37406205250272895,1.112296963426395e+26,43.41843796982865,27973.332590754937,3.8955180525504463,80.67824750624195,3.2489261487549617,1.2355601267200802
7,4,aug,sun,0.0,0.43865398479580014,1.3657565590166945e+26,35.17493299313301,23431.30941091772,6.741464995139855,34.949758574917006,3.786233115562632,0.27753801902834263
2,4,sep,sat,0.0,0.4693205786044083,1.112296963426395e+26,43.41843796982865,27973.332590754937,3.8955180525504463,76.86181965902558,3.2489261487549617,0.9365055862589814
2,2,aug,wed,0.0,0.4813051477578104,9.167089505188929e+25,35.847996938627894,23845.890423213456,4.450362434612739,41.17120889598714,3.744175748308774,1.7021020222851393
2,4,aug,wed,0.0,0.4872390270551013,9.167089505188929e+25,35.847996938627894,23845.890423213456,4.450362434612739,47.99942290894446,3.500800048353814,1.8877393382308485
7,4,sep,fri,0.0,0.5163435394289121,9.587786698456683e+25,37.38252045770364,24677.433695372758,5.325528668113975,43.092085231951636,3.4726938709281194,2.6128644620371264
7,4,mar,mon,0.0,0.5500855468733695,6.7713262662558725e+25,16.891045513604855,882.5481931161045,3.1199323718571574,34.0414375401234,3.318338983825566,1.4524970069882932
6,4,aug,thu,0.0,0.6293378187302194,1.447450453984085e+26,40.46054159754836,19535.75797924259,4.73005489133514,47.33660066362929,3.6540881278668564,1.8877393382308485
6,3,mar,sat,0.0,0.6493518596142515,7.308612604056111e+25,20.0808170727294,1123.2532937987414,3.779069753380399,31.35698559294537,3.3830817335995182,3.4882776302316127
8,6,sep,sat,0.0,0.6542869417145244,9.731951523759622e+25,38.10581769060935,25063.997256157916,4.085309190236916,39.275063757251914,3.955523257887189,0.6676482206601162
8,5,sep,sun,0.0,0.6833444600493445,6.368131309923674e+25,30.788916253148336,26906.78485188047,2.4758419080612777,39.275063757251914,4.128542936817414,0.9365055862589814
6,5,mar,thu,0.0,0.7432633616504583,2.981674015182249e+25,9.26496697584765,420.76130458656473,1.5029280724724479,6.642311280772813,4.170760545300157,2.1053377670223967
6,5,aug,wed,0.0,0.8077747860967932,9.167089505188929e+25,35.847996938627894,23845.890423213456,4.450362434612739,35.5589917470807,3.786233115562632,-0.10303827480947149
6,5,aug,wed,0.0,0.89469827934388,1.624605987504204e+26,39.446204621043684,19081.164728015123,6.603351931150893,57.89239768624445,3.44374115351844,2.1053377670223967
6,5,mar,fri,0.0,0.9021958420901478,8.005485102649084e+25,19.54469606906147,1076.2005639118215,5.42076383954007,29.60190444927042,3.212249005108136,3.7434185897240724
8,6,aug,thu,0.0,0.9096307489765291,1.447450453984085e+26,40.46054159754836,19535.75797924259,4.73005489133514,48.66481959127871,3.744175748308774,0.9365055862589814
5,4,sep,wed,0.0,0.9170040089086,1.0328954114496804e+26,40.81076058533731,26608.549669601,4.3065281993821305,52.71043759927629,3.500800048353814,0.6676482206601162
8,6,aug,wed,0.0,0.9600025566778376,3.339360971200131e+25,30.88758980182212,21258.575236564233,3.2913663523506855,38.02495197364952,3.84604948278695,1.8877393382308485
7,4,aug,sun,0.0,0.9773210049692269,8.251142470856664e+25,42.77840968249686,20794.415339298837,4.798426446495748,46.67636811177655,3.6056606804890197,2.4643816699308223
4,4,sep,mon,0.0,1.083825126927051,7.649691699515892e+25,39.31306508271053,25801.172108730516,3.458119000581325,38.9614786511079,3.6056606804890197,0.9365055862589814
1,4,aug,sat,0.0,1.2056715842341799,6.8757595090793555e+25,32.47256172166241,22094.772571625595,4.196769860108584,28.447602162096747,3.9023498683648414,0.6676482206601162
1,4,aug,sat,0.0,1.442597002607782,6.8757595090793555e+25,32.47256172166241,22094.772571625595,4.196769860108584,47.33660066362929,3.6056606804890197,2.2695817690752103
6,5,apr,thu,0.0,1.458539590258405,1.6964925038944478e+25,5.195386618414682,423.2618352802813,1.3168803906265651,7.630117259571656,3.920404457863832,2.6128644620371264
2,5,aug,sun,0.0,1.4741911510924892,6.8757595090793555e+25,33.12114797086243,22500.098764376773,3.163253002773854,43.737790582586854,3.722434491348245,1.2355601267200802
2,5,sep,wed,0.0,1.5102554777211177,6.7713262662558725e+25,29.013982810640268,28882.847820599505,3.1199323718571574,40.8534541060294,3.744175748308774,0.9365055862589814
8,6,aug,tue,0.0,1.5729475916371125,5.540970151053074e+25,43.82166543763168,21537.82601194812,4.233541021507714,29.023160735258404,4.114045491905676,2.4643816699308223
1,3,sep,sun,0.0,1.590043493535062,9.587786698456683e+25,38.77852985903135,25446.78498829974,4.047762478995385,59.6496945484334,3.413889555243528,2.9266813177556834
8,6,oct,mon,0.0,1.6084600637929103,2.981674015182249e+25,14.629841753874732,24449.011788876403,1.5029280724724479,43.41460208928463,3.413889555243528,1.8877393382308485
5,4,feb,sun,0.0,1.75136359441739,4.046532253578036e+25,8.185007947089026,340.3506525408558,2.0152694339491397,23.415569570565523,3.9023498683648414,0.9365055862589814
7,4,oct,mon,0.0,1.8120440622884593,8.632766154860427e+25,19.60456810707417,26391.897326043705,4.966824121702974,36.171148501566556,3.744175748308774,2.1053377670223967
8,6,aug,fri,0.0,1.8287857640019067,1.197328796292932e+26,41.333649489885076,19972.275866406944,6.2061127738165665,48.998478643576924,3.4726938709281194,2.2695817690752103
2,5,sep,tue,0.0,1.8389241650573567,7.766626202833967e+25,39.97682215810016,26175.93022495804,3.458119000581325,38.64859671139361,3.765435015843786,1.4524970069882932
8,6,mar,sun,0.0,1.8576081979896177,5.987301395780379e+25,20.434904815805094,1156.282149112635,4.450362434612739,21.004007185076002,3.6056606804890197,2.6128644620371264
1,5,sep,mon,0.0,1.8710487152768307,7.649691699515892e+25,39.31306508271053,25801.172108730516,3.458119000581325,49.667708891783676,3.6774153841180746,0.9365055862589814
6,4,mar,sat,0.0,1.8830821010641208,7.534391951252003e+25,17.58559258352157,929.5661278565635,3.8181094319537503,25.897742345979918,3.6774153841180746,-0.10303827480947149
7,4,mar,sun,0.0,1.9778236838393053,7.420705866753797e+25,18.238062725772483,980.9821213319902,2.807270873532023,21.004007185076002,4.022116355906464,1.8877393382308485
6,5,mar,fri,0.0,1.9852509906142186,8.005485102649084e+25,19.54469606906147,1076.2005639118215,5.42076383954007,21.533645834335008,3.44374115351844,1.8877393382308485
2,5,aug,thu,0.0,2.023437541022306,1.447450453984085e+26,40.46054159754836,19535.75797924259,4.73005489133514,60.711125726358134,3.2842578604848165,1.2355601267200802
2,2,aug,tue,0.0,2.0264576798458225,1.3657565590166945e+26,35.17493299313301,23431.30941091772,6.741464995139855,62.134513691126166,3.0497559668738545,2.1053377670223967
4,5,sep,wed,0.0,2.0939542523899775,1.0328954114496804e+26,40.81076058533731,26608.549669601,4.3065281993821305,61.06610278068259,3.1741203882121782,1.8877393382308485
2,2,aug,tue,0.0,2.1476952948082673,1.3657565590166945e+26,35.17493299313301,23431.30941091772,6.741464995139855,62.134513691126166,3.0497559668738545,2.1053377670223967
2,5,aug,fri,0.0,2.1485617477230545,1.197328796292932e+26,41.333649489885076,19972.275866406944,6.2061127738165665,58.24267457345548,3.528107589973316,2.4643816699308223
6,5,apr,thu,0.0,2.2237901221438814,1.6964925038944478e+25,5.195386618414682,423.2618352802813,1.3168803906265651,7.630117259571656,3.920404457863832,2.6128644620371264
4,5,sep,thu,0.0,2.233991373915187,1.0328954114496804e+26,41.61567953514381,27031.42841210864,4.3065281993821305,51.35185372403122,2.6763258425903516,-0.10303827480947149
3,4,sep,tue,0.0,2.2479079847673713,7.766626202833967e+25,39.97682215810016,26175.93022495804,3.458119000581325,27.59029558919439,4.005897529185065,2.7904066828823875
2,4,sep,mon,0.0,2.254017383579729,5.421461297739107e+23,25.875384584495542,24515.04947416012,-0.2101428022520037,55.1117069484676,3.580499058130923,1.7021020222851393
1,5,sep,tue,0.0,2.2698389894054154,7.766626202833967e+25,39.97682215810016,26175.93022495804,3.458119000581325,51.690565951623654,3.44374115351844,0.9365055862589814
6,5,mar,sun,0.0,2.311287599192246,6.7713262662558725e+25,16.21681575038018,834.8508146128999,3.5398622292955166,23.415569570565523,3.920404457863832,1.7021020222851393
7,4,feb,sun,0.0,2.3759648595797493,2.5319873637548802e+25,4.992657331547815,174.56076506308287,0.9138420544213194,14.228147907107912,4.142823737936256,0.9365055862589814
8,6,oct,wed,0.0,2.4174004871831114,8.251142470856664e+25,16.313837653920796,25027.65831647162,2.667738304945356,47.00615971308024,3.5546604506371686,1.2355601267200802
5,6,mar,sat,0.0,2.4352185220442784,7.308612604056111e+25,20.0808170727294,1123.2532937987414,3.779069753380399,31.06252708538001,4.084373781737492,1.8877393382308485
4,5,sep,thu,0.0,2.4697071081868547,1.0328954114496804e+26,41.61567953514381,27031.42841210864,4.3065281993821305,53.39344732415017,3.4726938709281194,0.6676482206601162
2,2,aug,sat,0.0,2.5193452366496203,1.1288414975238504e+26,42.134175279640125,20390.133263495132,7.610113875899006,56.149958293131476,3.3830817335995182,3.0905974403142857
7,5,sep,tue,0.0,2.6097044342400513,7.766626202833967e+25,39.97682215810016,26175.93022495804,3.458119000581325,48.66481959127871,3.5546604506371686,0.9365055862589814
6,5,sep,fri,0.0,2.7030217606487006,9.587786698456683e+25,37.38252045770364,24677.433695372758,5.325528668113975,45.03721896978015,3.44374115351844,2.7904066828823875
8,3,sep,thu,0.0,2.8659935047602523,1.162617476804634e+26,28.50557941201076,25721.575840662495,6.985477423148986,57.19362828102113,3.212249005108136,2.2695817690752103
4,4,oct,sat,0.0,2.894317135919265,7.308612604056111e+25,18.145455413317805,25825.682388146924,3.3334773887617812,41.17120889598714,3.1741203882121782,1.4524970069882932
7,4,aug,sat,0.0,2.9521335750485966,1.1288414975238504e+26,42.134175279640125,20390.133263495132,7.610113875899006,6.257258883224598,4.474707335198914,2.6128644620371264
7,4,sep,fri,0.0,2.9562140279423015,1.2696533161636033e+26,29.568842796815826,26157.450685214586,6.435068736233496,46.67636811177655,3.786233115562632,2.2695817690752103
7,3,mar,mon,0.0,2.9934891483670563,4.5925916530762525e+25,20.698782440913547,1185.9506179674245,2.57266634998801,19.69595334145964,3.765435015843786,2.6128644620371264
4,4,mar,sat,0.0,3.0315978997292485,8.632766154860427e+25,15.629533287534429,788.1835026492657,3.779069753380399,36.786207812349424,3.2489261487549617,2.2695817690752103
4,4,mar,sat,0.0,3.0315978997292485,8.632766154860427e+25,15.629533287534429,788.1835026492657,3.779069753380399,36.786207812349424,3.2489261487549617,2.2695817690752103
4,4,sep,sun,0.0,3.054522656692866,9.587786698456683e+25,38.77852985903135,25446.78498829974,4.047762478995385,36.478316635880205,4.022116355906464,0.27753801902834263
1,3,sep,mon,0.0,3.0773151098640223,5.371240668306404e+25,31.231884130638196,27250.089989157474,3.499122009477584,23.415569570565523,4.211191132501041,2.7904066828823875
4,5,sep,wed,0.0,3.113852323594619,1.0328954114496804e+26,40.81076058533731,26608.549669601,4.3065281993821305,44.38617405315382,2.9069600340016732,0.27753801902834263
6,5,mar,mon,0.0,3.117411513790616,6.7713262662558725e+25,16.891045513604855,882.5481931161045,3.1199323718571574,31.35698559294537,3.2489261487549617,1.4524970069882932
8,6,aug,sun,0.0,3.1227192879531995,6.8757595090793555e+25,33.12114797086243,22500.098764376773,3.163253002773854,34.34347042108482,4.005897529185065,1.4524970069882932
3,4,sep,fri,0.0,3.213084204538052,1.0959775748061767e+26,42.52122719244802,27500.82186281327,5.852021566673317,41.80877699731825,3.826522612264011,1.7021020222851393
4,3,mar,mon,0.0,3.234465515457103,4.5925916530762525e+25,20.698782440913547,1185.9506179674245,2.57266634998801,19.69595334145964,3.765435015843786,2.6128644620371264
2,2,jul,fri,0.0,3.2381511632375735,5.125668563865843e+25,44.45506523096671,7056.0860180167,3.375302475265618,26.17776789851923,4.287252734122696,1.7021020222851393
7,4,sep,wed,0.0,3.25292830046967,6.7713262662558725e+25,29.013982810640268,28882.847820599505,3.1199323718571574,31.94821181150205,3.9726110128864724,2.1053377670223967
4,4,sep,sun,0.0,3.4534333465286453,1.1288414975238504e+26,44.24437245591124,28429.864455912488,3.8955180525504463,56.149958293131476,3.6056606804890197,2.2695817690752103
7,5,oct,mon,0.0,3.466614398799038,8.632766154860427e+25,19.60456810707417,26391.897326043705,4.966824121702974,34.0414375401234,3.722434491348245,1.8877393382308485
8,6,aug,sat,0.0,3.596723705218661,9.305380713481983e+25,28.73483886006747,14437.848376788681,5.229218318699364,46.67636811177655,3.4726938709281194,2.1053377670223967
4,6,sep,sun,0.0,3.6703500039509915,1.1288414975238504e+26,44.24437245591124,28429.864455912488,3.8955180525504463,75.72710997119427,3.212249005108136,1.4524970069882932
8,6,aug,sat,0.0,3.7524784996618177,9.305380713481983e+25,28.73483886006747,14437.848376788681,5.229218318699364,34.949758574917006,3.7001889828176284,1.8877393382308485
4,4,sep,wed,0.0,3.917474016790167,1.0328954114496804e+26,40.81076058533731,26608.549669601,4.3065281993821305,68.6526668102293,3.0044639262023614,2.1053377670223967
1,5,sep,sun,0.0,3.972653476897767,1.1288414975238504e+26,44.24437245591124,28429.864455912488,3.8955180525504463,73.84654121183601,3.2489261487549617,1.4524970069882932
6,4,sep,tue,0.0,4.0349974220152,7.766626202833967e+25,39.97682215810016,26175.93022495804,3.458119000581325,42.12858584770165,3.7001889828176284,1.2355601267200802
9,4,sep,tue,0.0,4.051309639425235,2.7483117830247705e+25,26.56302988037023,24912.7195024762,1.6222664754430396,61.06610278068259,3.528107589973316,1.4524970069882932
4,5,sep,sat,0.0,4.334998895787281,9.731951523759622e+25,38.10581769060935,25063.997256157916,4.085309190236916,38.9614786511079,3.1741203882121782,1.4524970069882932
8,6,aug,sun,0.0,4.508144375772523,8.251142470856664e+25,42.77840968249686,20794.415339298837,4.798426446495748,45.03721896978015,3.6540881278668564,2.6128644620371264
2,2,sep,sat,0.0,4.524349314291363,9.731951523759622e+25,38.10581769060935,25063.997256157916,4.085309190236916,40.536388496349936,3.765435015843786,0.6676482206601162
1,2,sep,tue,0.0,4.565919876438714,7.766626202833967e+25,39.97682215810016,26175.93022495804,3.458119000581325,42.44907495583966,3.630179746721439,0.9365055862589814
6,5,sep,sat,0.0,5.683439861377889,9.731951523759622e+25,38.10581769060935,25063.997256157916,4.085309190236916,63.92671265654968,3.2489261487549617,1.8877393382308485
2,4,aug,sun,0.0,2.1580325883614524,1.2512018101145368e+26,38.375517350510215,20150.152622211364,5.546135874430334,31.94821181150205,4.114045491905676,1.8877393382308485
2,4,aug,sun,0.0,1.020823985276535,8.763568808143295e+25,49.54977193022242,26676.781727070673,5.821895358805144,54.422571056459155,3.920404457863832,3.2170705620732396
3,4,aug,sun,0.0,-0.27676832353404707,8.763568808143295e+25,49.54977193022242,26676.781727070673,5.821895358805144,70.1257268304492,3.580499058130923,2.7904066828823875
5,4,aug,sun,0.0,-2.5955822632588443,8.763568808143295e+25,49.54977193022242,26676.781727070673,5.821895358805144,66.09613664289705,3.6056606804890197,2.4643816699308223
2,4,aug,wed,0.0,-0.29024472918344263,9.305380713481983e+25,31.1827996974483,15570.492999144086,4.450362434612739,48.66481959127871,4.170760545300157,0.9365055862589814
3,4,aug,wed,0.0,0.8795110262534774,1.0640029566079576e+26,45.91793146702361,24599.196976149393,5.730913545739478,52.02990182698086,3.630179746721439,-0.7590603924922404
8,5,aug,wed,0.0,-0.39027731256633064,1.0640029566079576e+26,45.91793146702361,24599.196976149393,5.730913545739478,70.1257268304492,3.1741203882121782,1.4524970069882932
8,5,aug,wed,0.0,-1.4916859848140156,1.0640029566079576e+26,45.91793146702361,24599.196976149393,5.730913545739478,60.002920150284375,3.528107589973316,1.4524970069882932
6,5,aug,wed,0.0,-1.6380810416798097,1.0640029566079576e+26,45.91793146702361,24599.196976149393,5.730913545739478,53.39344732415017,3.5546604506371686,1.7021020222851393
7,4,aug,thu,0.0,0.41335975521413026,8.896207712456349e+25,35.38440793298995,18809.31398221034,3.8569241704007062,51.01376689073206,3.580499058130923,1.2355601267200802
6,3,aug,thu,0.0,2.1758138686581523,8.503776292556521e+25,41.85367102289592,21950.704209772695,3.163253002773854,42.77024213874261,3.6540881278668564,1.4524970069882932
8,6,aug,sat,0.0,1.954037088603328,1.2512018101145368e+26,37.22348965505289,19662.46060531269,4.93342612463853,59.6496945484334,3.6540881278668564,0.9365055862589814
4,3,aug,sat,0.0,-0.39027731256633064,1.2512018101145368e+26,37.22348965505289,19662.46060531269,4.93342612463853,51.01376689073206,3.722434491348245,1.2355601267200802
7,4,aug,sat,0.0,0.3189112424656504,8.763568808143295e+25,48.703594379175435,26157.450685214586,5.791669331232756,58.94500509030072,3.630179746721439,0.6676482206601162
2,4,aug,mon,0.0,2.0404071673308546,1.1456140374562361e+26,32.7134259829895,17551.92736263614,6.001191228070162,75.72710997119427,3.413889555243528,1.8877393382308485
3,4,aug,fri,0.0,1.1510997978577673,8.503776292556521e+25,36.124905603401814,19217.654888045792,4.196769860108584,20.216400281605512,4.346311582996461,3.2170705620732396
2,4,aug,fri,0.0,1.3843461921356752,8.503776292556521e+25,36.124905603401814,19217.654888045792,4.196769860108584,51.01376689073206,3.6774153841180746,1.4524970069882932
6,3,aug,fri,0.0,0.43865398479580014,7.88521680452122e+25,42.49976470938038,22378.201960700386,3.499122009477584,44.06164860148632,3.6056606804890197,1.7021020222851393
4,4,aug,fri,0.0,1.7734451960118571,1.2696533161636033e+26,48.034197776884994,25672.640780767335,5.577200407522691,52.369859616485314,3.9023498683648414,1.4524970069882932
4,4,aug,tue,0.0,-0.2374410410374209,1.162617476804634e+26,33.740565029635995,17992.18235360445,6.060195536924951,53.39344732415017,3.920404457863832,3.2170705620732396
6,5,aug,tue,0.0,-1.8722196583357609,1.2696533161636033e+26,40.46054159754836,21116.64354991926,8.201840974404718,44.38617405315382,3.938124889615623,1.8877393382308485
4,4,aug,tue,0.0,1.4160417873574667,9.167089505188929e+25,44.93801258474388,24090.01967904583,5.971548814279404,43.41460208928463,3.9023498683648414,1.2355601267200802
2,2,aug,tue,0.0,-0.6672679026602423,9.167089505188929e+25,44.93801258474388,24090.01967904583,5.971548814279404,52.369859616485314,3.955523257887189,1.4524970069882932
8,6,aug,tue,0.0,2.0808909921087824,9.167089505188929e+25,44.93801258474388,24090.01967904583,5.971548814279404,46.67636811177655,3.9893990056665882,2.1053377670223967
2,5,aug,tue,0.0,1.0898841665346197,9.167089505188929e+25,44.93801258474388,24090.01967904583,5.971548814279404,47.00615971308024,3.786233115562632,1.8877393382308485
4,6,dec,sun,0.0,2.0531520873378852,2.7483117830247705e+25,12.683497733969824,8744.948578099209,3.375302475265618,5.690890164421503,3.9726110128864724,3.4882776302316127
8,6,dec,wed,0.0,2.2440661239680226,2.57394564541845e+25,12.897627366144423,8789.351923685432,2.7146478828382774,6.257258883224598,4.038064772291712,3.3397690922536345
4,6,dec,thu,0.0,1.5984642014164372,2.8395450382505504e+25,12.395691687468732,8684.53873770741,0.8417782351905456,6.257258883224598,4.038064772291712,2.2695817690752103
4,4,dec,mon,0.0,2.6408033465758582,3.233303600206954e+25,12.03208952935276,8592.224993593722,1.252787301975474,5.320999797123927,3.0044639262023614,3.4882776302316127
3,4,dec,mon,0.0,2.2078416481693677,3.233303600206954e+25,12.03208952935276,8592.224993593722,1.252787301975474,5.320999797123927,3.0044639262023614,3.4882776302316127
4,4,dec,mon,0.0,2.81586197700853,3.233303600206954e+25,12.03208952935276,8592.224993593722,1.252787301975474,5.320999797123927,3.0044639262023614,3.4882776302316127
4,4,dec,mon,0.0,2.12662017924068,3.233303600206954e+25,12.03208952935276,8592.224993593722,1.252787301975474,5.320999797123927,3.0044639262023614,3.4882776302316127
4,6,dec,fri,0.0,2.0808909921087824,2.886207652427039e+25,12.503932481086338,8708.683251278775,2.121494731376393,1.438022381158407,4.005897529185065,2.2695817690752103
